Date,lon,lat
2011-01-04,-88.4874,-32.0000
2011-01-08,-87.2985,-32.1755
2011-01-08,-86.3968,-32.2768
2011-01-08,-82.3284,-32.6918
2011-01-08,-81.1763,-32.8067
2011-01-08,-80.2808,-32.8447
2011-01-15,-77.0656,-32.9806
2011-01-15,-75.7826,-33.0350
2011-01-16,-72.0418,-33.0137
2011-01-17,-33.9307,36.0533
2011-01-17,-33.9168,35.2107
2011-01-17,-34.4855,34.4452
2011-01-17,-35.1402,33.7943
2011-01-18,-35.0883,33.4238
2011-01-18,-36.4067,32.6252
2011-01-18,-36.8788,31.8113
2011-01-19,-37.0622,30.9254
2011-01-19,-37.1043,30.0679
2011-01-20,-37.2309,29.1440
2011-01-20,-37.4031,28.3091
2011-01-20,-37.3969,27.4098
2011-01-21,-37.3597,26.5065
2011-01-21,-37.2534,25.5796
2011-01-22,-37.7217,26.3333
2011-01-22,-38.1324,27.1974
2011-01-22,-38.5180,28.1603
2011-01-22,-38.8362,28.9639
2011-01-23,-39.3083,29.8048
2011-01-23,-39.6499,30.6054
2011-01-23,-40.0811,31.3922
2011-01-24,-40.6542,32.1936
2011-01-24,-41.2924,33.0022
2011-01-25,-41.6066,32.1950
2011-01-25,-41.7579,31.3751
2011-01-26,-42.0936,30.5189
2011-01-26,-42.4807,29.6950
2011-01-27,-42.5947,28.8490
2011-01-27,-42.8324,28.0164
2011-01-27,-42.9629,27.1221
2011-01-27,-43.1399,26.2599
2011-01-28,-43.7730,26.8508
2011-01-29,-44.3386,27.5769
2011-01-29,-44.9782,28.3300
2011-01-30,-45.4840,29.0401
2011-01-31,-46.0428,29.7322
2011-01-31,-46.6554,30.5454
2011-01-31,-47.1780,31.2709
2011-02-02,-47.6879,32.0609
2011-02-02,-48.2675,33.1602
2011-02-04,163.5895,-39.3127
2011-02-04,163.5735,-39.3162
2011-02-04,163.5565,-39.3195
2011-02-08,160.4171,-39.9554
2011-02-08,160.0994,-40.0490
2011-02-08,160.1041,-40.0599
2011-02-08,155.8846,-40.6377
2011-02-21,155.8671,-40.6433
2011-02-25,155.9181,-40.6229
2011-02-26,152.2775,-41.1361
2011-03-01,152.2646,-41.1398
2011-03-02,152.2508,-41.1421
2011-03-04,145.7961,-43.5753
2011-03-04,145.7886,-43.5700
2011-03-04,145.7829,-43.5637
2011-03-08,144.5409,-41.9208
2011-03-08,144.5390,-41.9183
2011-03-08,144.5373,-41.9157
2011-03-08,142.4134,-39.0405
2011-03-28,142.4005,-39.0374
2011-03-28,142.3859,-39.0338
2011-03-29,139.8236,-37.8855
2011-03-29,139.8181,-37.8764
2011-03-30,139.8136,-37.8677
2011-03-30,135.6864,-36.0524
2011-03-30,135.6857,-36.0455
2011-03-31,135.6764,-36.0362
2011-03-31,132.1763,-35.4797
2011-03-31,132.1626,-35.4777
2011-04-04,132.1486,-35.4756
2011-04-08,127.2582,-35.0721
2011-04-15,127.2351,-35.0723
2011-04-15,127.2253,-35.0729
2011-04-16,121.8150,-34.6047
2011-04-16,121.8093,-34.6069
2011-04-16,121.7970,-34.6099
2011-04-17,118.6200,-35.3157
2011-04-17,118.6137,-35.3172
2011-04-18,118.6074,-35.3183
2011-04-18,114.4810,-33.1157
2011-04-18,114.4594,-33.1200
2011-04-19,114.4373,-33.1238
2011-04-19,148.4559,-41.8951
2011-04-19,148.4923,-41.8806
2011-04-20,148.5091,-41.8728
2011-04-20,148.8843,-39.6546
2011-04-20,148.8677,-39.6467
2011-04-21,148.8566,-39.6342
2011-04-21,150.3985,-37.6376
2011-05-04,150.4009,-37.6223
2011-05-04,150.4028,-37.6080
2011-05-08,150.8417,-35.4004
2011-05-08,150.8461,-35.3924
2011-06-04,150.8507,-35.3842
2011-06-04,152.0069,-33.8782
2011-06-04,152.0142,-33.8716
2011-06-04,152.0208,-33.8659
2011-06-08,152.6955,-33.1692
2011-06-08,152.7014,-33.1646
2011-06-08,152.7061,-33.1609
2011-06-13,153.3714,-31.0332
2011-06-13,153.3628,-31.0353
2011-06-13,153.3573,-31.0353
2011-06-14,153.9219,-28.3415
2011-07-04,153.9234,-28.3396
2011-07-04,153.9244,-28.3363
2011-07-08,153.3785,-26.7254
2011-07-14,153.3799,-26.7152
2011-07-14,153.3803,-26.7040
2011-07-15,155.2055,-24.9128
2011-07-15,155.1969,-24.9225
2011-07-15,155.1771,-24.9395
2011-07-16,162.3485,-23.8691
2011-07-17,162.3655,-23.8667
2011-07-17,162.3813,-23.8643
2011-07-18,166.6269,-23.2120
2011-07-18,166.6428,-23.2089
2011-07-19,166.6593,-23.2058
2011-07-20,170.6294,-21.7654
2011-07-21,170.6449,-21.7565
2011-07-22,170.6615,-21.7469
2011-07-24,176.5024,-18.5685
2011-07-24,176.4901,-18.5777
2011-07-25,176.4799,-18.5851
2011-07-25,174.9867,-19.9823
2011-07-26,174.9779,-19.9931
2011-07-26,174.9692,-20.0037
2011-07-27,173.5759,-21.2832
2011-07-27,173.5634,-21.2887
2011-07-27,173.5556,-21.2977
2011-07-27,172.1044,-22.5974
2011-07-28,172.0898,-22.6026
2011-07-28,172.0762,-22.6078
2011-07-28,170.5329,-23.7533
2011-07-28,170.5216,-23.7615
2011-07-29,170.5103,-23.7698
2011-07-29,168.7064,-25.0757
2011-07-29,168.6944,-25.0842
2011-07-29,168.6825,-25.0929
2011-07-29,167.0086,-26.2890
2011-07-29,166.9962,-26.2961
2011-07-29,166.9834,-26.3028
2011-07-29,165.1923,-27.5323
2011-07-30,165.1843,-27.5442
2011-07-30,165.1763,-27.5561
2011-07-30,155.0695,-35.6490
2011-07-30,155.0586,-35.6615
2011-07-30,155.0482,-35.6732
2011-07-30,153.5364,-37.3779
2011-07-30,153.5260,-37.3894
2011-07-30,153.5144,-37.4107
2011-07-30,148.9709,-42.2860
2011-07-31,148.9603,-42.2972
2011-07-31,148.9488,-42.3087
2011-07-31,148.4480,-42.8277
2011-07-31,148.4349,-42.8371
2011-07-31,148.4211,-42.8448
2011-07-31,145.7482,-16.5692
2011-08-04,145.7586,-16.5523
2011-08-04,145.7419,-16.5347
2011-08-06,145.3881,-15.0181
2011-08-06,145.3829,-14.9985
2011-08-06,145.3785,-14.9792
2011-08-08,144.0824,-13.6473
2011-08-08,144.0713,-13.6320
2011-08-09,144.0593,-13.6168
2011-08-13,143.2742,-12.0222
2011-08-13,143.2817,-12.0031
2011-08-13,143.2887,-11.9875
2011-08-13,142.3313,-10.7537
2011-08-13,142.3012,-10.7735
2011-08-13,142.2847,-10.7849
2011-08-14,141.6273,-12.2716
2011-08-14,141.6233,-12.2862
2011-08-14,141.6185,-12.3042
2011-08-14,141.0434,-15.4937
2011-08-14,141.0408,-15.5085
2011-08-14,141.0381,-15.5245
2011-08-15,140.7762,-17.0539
2011-08-15,140.7736,-17.0659
2011-08-15,140.7713,-17.0782
2011-08-16,119.4890,-18.6526
2011-08-16,119.4751,-18.6584
2011-08-16,119.4604,-18.6598
2011-08-16,118.6698,-18.8643
2011-08-16,118.6520,-18.8687
2011-08-17,118.6334,-18.8747
2011-08-17,118.2031,-18.9851
2011-08-17,118.1841,-18.9900
2011-08-18,118.1656,-18.9954
2011-08-18,117.7180,-19.1099
2011-08-18,117.6992,-19.1137
2011-08-18,117.6814,-19.1174
2011-08-18,115.9255,-19.4300
2011-08-19,115.9437,-19.4288
2011-08-19,115.9610,-19.4277
2011-08-19,116.3759,-20.0612
2011-08-19,116.3518,-20.0659
2011-08-20,116.3370,-20.0718
2011-08-20,115.6619,-20.3179
2011-08-20,115.6446,-20.3236
2011-08-20,115.6287,-20.3294
2011-08-20,115.9820,-19.7933
2011-08-21,115.9652,-19.8018
2011-08-22,115.9477,-19.8139
2011-08-22,115.1297,-20.3848
2011-08-22,115.1164,-20.3983
2011-09-04,115.1027,-20.4033
2011-09-06,113.9183,-21.8401
2011-09-06,113.9318,-21.8302
2011-09-08,113.9455,-21.8190
2011-10-06,115.4726,-21.2024
2011-10-06,115.4921,-21.1987
2011-10-06,115.5098,-21.1906
2011-10-06,117.0945,-19.9658
2011-10-06,117.1017,-19.9509
2011-10-08,117.1094,-19.9363
2011-11-06,118.7413,-18.7301
2011-11-06,118.7536,-18.7177
2011-11-06,118.7648,-18.7053
2011-11-07,120.1319,-17.6630
2011-11-07,120.1444,-17.6541
2011-12-06,120.1562,-17.6461
2011-12-06,123.3237,-15.2109
2011-12-06,123.3331,-15.2024
2011-12-06,123.3441,-15.1943
2011-12-06,124.7811,-14.2914
2011-12-08,124.7901,-14.2834
2011-12-08,124.8004,-14.2750
2011-12-08,127.5980,-13.7461
2012-01-29,127.6131,-13.7412
2012-02-08,127.6277,-13.7361
2012-04-05,129.3859,-12.8234
2012-04-05,129.4002,-12.8191
2012-04-05,129.4155,-12.8145
2012-04-12,130.1598,-12.4140
2012-04-12,130.1689,-12.4086
2012-04-13,130.1783,-12.4039
2012-04-13,172.5043,-34.4496
2012-04-13,173.9083,-34.6558
2012-04-13,171.9522,-34.8568
2012-04-13,168.4993,-37.3198
2012-04-13,168.1478,-37.5657
2012-04-13,165.4990,-38.9872
2012-04-14,165.0963,-39.0537
2012-04-14,157.5950,-40.3355
2012-04-14,156.6113,-40.4730
2012-04-15,150.2536,-42.2173
2012-04-15,145.2735,-43.2618
2012-04-15,144.9950,-42.9225
2012-04-15,143.3303,-40.2843
2012-04-15,143.0513,-39.6825
2012-04-15,136.3708,-36.1124
2012-04-16,129.6340,-35.2483
2012-04-16,128.7305,-35.1658
2012-04-16,124.5750,-34.8472
2012-04-17,120.5352,-34.8935
2012-04-17,119.6786,-35.0805
2012-04-17,116.3392,-35.4067
2012-05-12,148.8108,-41.1126
2012-05-12,149.7718,-38.3263
2012-05-12,177.4351,-17.6009
2012-05-13,177.1627,-17.9528
2012-05-13,176.8459,-18.2483
2012-05-13,174.2265,-20.6834
2012-05-13,171.2442,-23.2345
2012-05-14,170.7835,-23.5707
2012-05-14,154.3994,-36.4095
2012-05-14,148.5285,-42.7485
2012-05-15,115.5248,-21.1825
2012-05-15,117.1168,-19.9238
2012-05-15,6.4062,42.9905
2012-05-15,6.4672,42.9885
2012-05-16,6.4991,42.9862
2012-05-16,6.5611,42.9768
2012-05-16,6.6219,42.9666
2012-05-16,6.9730,43.1411
2012-05-16,7.0104,43.1783
2012-05-17,7.0478,43.2166
2012-05-17,7.0859,43.2553
2012-05-19,7.1243,43.2941
2012-05-19,7.1611,43.3317
2012-05-19,7.1959,43.3690
2012-05-24,7.1651,43.3928
2012-05-24,7.0842,43.4076
2012-05-24,7.0155,43.4216
2012-05-24,6.9233,43.3823
2012-05-24,6.9794,43.3787
2012-05-24,7.0368,43.3758
2012-05-25,7.0925,43.3738
2012-05-25,7.1514,43.3722
2012-05-25,7.2031,43.3700
2012-05-25,7.2676,43.3742
2012-05-25,7.3375,43.3768
2012-05-25,7.3069,43.3649
2012-05-26,7.2387,43.3479
2012-05-26,7.1696,43.3303
2012-05-26,7.1019,43.3137
2012-05-26,6.8859,43.2682
2012-05-28,6.9248,43.3027
2012-05-28,6.9668,43.3138
2012-05-28,6.9982,43.3481
2012-05-28,7.0298,43.3839
2012-05-28,7.4692,43.6879
2012-05-28,7.4976,43.6478
2012-05-29,7.5261,43.5176
2012-05-29,7.4613,43.5040
2012-05-29,7.0825,43.4819
2012-05-30,7.1332,43.4610
2012-05-30,7.1908,43.4386
2012-06-01,7.2492,43.4162
2012-06-01,7.3050,43.3958
2012-06-02,7.3600,43.3766
2012-06-03,7.4172,43.3579
2012-06-03,7.4256,43.3265
2012-06-05,7.3760,43.3050
2012-06-05,7.3481,43.2652
2012-06-05,7.3680,43.2194
2012-06-05,7.3873,43.1742
2012-06-05,7.4073,43.1289
2012-06-07,7.4281,43.0842
2012-06-08,7.4493,43.0392
2012-06-08,7.4472,42.9986
2012-06-08,7.3914,42.9712
2012-06-08,7.2270,42.8987
2012-06-08,7.1523,42.9062
2012-06-09,7.0773,42.9132
2012-06-09,6.9997,42.9216
2012-06-10,6.9225,42.9304
2012-06-10,6.8491,42.9398
2012-06-11,6.7724,42.9471
2012-06-11,6.6971,42.9540
2012-06-11,6.6231,42.9649
2012-06-11,6.2806,42.9631
2012-06-11,6.2976,42.9187
2012-06-12,6.3134,42.8727
2012-06-12,6.3317,42.8299
2012-06-12,6.3521,42.7873
2012-06-12,6.3406,42.7537
2012-06-12,6.3663,42.7113
2012-06-12,6.3048,42.7248
2012-06-12,6.2448,42.7204
2012-06-12,6.1843,42.7137
2012-06-12,6.1234,42.7053
2012-06-13,6.0727,42.7066
2012-06-13,6.0662,42.7067
2012-06-13,6.0058,42.7324
2012-06-13,5.9445,42.7582
2012-06-13,5.7427,42.8051
2012-06-13,5.6725,42.7922
2012-06-14,5.6068,42.7786
2012-06-14,5.5430,42.7651
2012-06-14,5.4744,42.8378
2012-06-14,5.4115,42.8405
2012-06-14,5.3446,42.8450
2012-06-14,5.2777,42.8498
2012-06-15,5.2511,42.8404
2012-06-15,5.2937,42.8137
2012-06-15,6.6075,42.7216
2012-06-15,6.6507,42.6823
2012-06-15,6.6922,42.6429
2012-06-15,6.7353,42.6037
2012-06-15,6.7852,42.5619
2012-06-15,6.8333,42.5213
2012-06-15,6.8805,42.4799
2012-06-15,6.8634,42.4273
2012-06-15,6.9111,42.3966
2012-06-15,6.9605,42.3662
2012-06-16,7.0105,42.3355
2012-06-16,7.0568,42.3554
2012-06-16,7.0723,42.4042
2012-06-16,7.0880,42.4532
2012-06-16,7.0912,42.4583
2012-06-16,7.1122,42.5102
2012-06-16,7.1300,42.5630
2012-06-17,7.4368,43.3130
2012-06-17,7.4295,43.3350
2012-06-17,7.4076,43.3250
2012-06-17,7.3877,43.3158
2012-06-17,7.3693,43.3184
2012-06-17,7.3485,43.3303
2012-06-17,7.3208,43.3570
2012-06-17,7.3559,43.3905
2012-06-17,7.3911,43.4246
2012-06-18,7.4270,43.4596
2012-06-18,7.4633,43.4948
2012-06-18,7.5041,43.5311
2012-06-18,7.5454,43.5649
2012-06-18,7.5852,43.5359
2012-06-18,7.6253,43.5018
2012-06-18,7.6280,43.4995
2012-06-19,7.6655,43.4688
2012-06-19,7.7083,43.4375
2012-06-19,7.7559,43.4065
2012-06-19,7.7373,43.3838
2012-06-20,7.2869,43.4894
2012-06-20,7.3320,43.4582
2012-06-20,7.8605,43.2891
2012-06-20,7.8405,43.3358
2012-06-20,7.7999,43.3525
2012-06-21,7.7943,43.3547
2012-06-21,7.7312,43.3685
2012-06-21,7.6682,43.3823
2012-06-22,7.6086,43.3952
2012-06-22,7.1313,43.2185
2012-06-23,7.1207,43.1615
2012-06-23,7.0028,43.1060
2012-06-23,6.9366,43.0875
2012-06-23,6.8889,43.0845
2012-06-23,6.8908,43.1203
2012-06-24,6.3888,42.9556
2012-06-24,6.4251,42.9199
2012-06-24,6.4619,42.8840
2012-06-25,6.4991,42.8500
2012-06-25,6.5385,42.8152
2012-06-26,6.5795,42.7762
2012-06-26,6.6205,42.7375
2012-06-26,6.6282,42.7221
2012-06-26,6.6700,42.6849
2012-06-26,6.7141,42.6479
2012-06-26,6.7565,42.6082
2012-06-27,6.8016,42.5664
2012-06-27,6.8477,42.5223
2012-06-27,6.8925,42.4768
2012-06-27,6.9368,42.4308
2012-06-27,6.9800,42.3846
2012-06-28,7.1246,42.2182
2012-06-28,7.1444,42.2524
2012-06-28,7.1869,42.2818
2012-07-05,7.2346,42.3017
2012-07-05,7.2854,42.3368
2012-07-05,7.3383,42.3713
2012-07-05,7.3917,42.4049
2012-07-05,7.4204,42.4230
2012-07-05,7.4467,42.4691
2012-07-06,7.4660,42.5158
2012-07-06,7.4814,42.5602
2012-07-06,7.4931,42.6030
2012-07-06,7.4498,42.6372
2012-07-06,7.4316,42.6429
2012-07-06,7.3863,42.6754
2012-07-06,7.3392,42.7086
2012-07-06,7.2917,42.7436
2012-07-06,7.2410,42.7804
2012-07-08,7.1937,42.8148
2012-07-08,7.1547,42.8466
2012-07-12,7.0176,42.9077
2012-07-12,6.9721,42.9394
2012-07-12,6.9785,42.9659
2012-07-26,7.1488,43.4802
2012-07-26,7.2010,43.4523
2012-07-26,7.2542,43.4250
2012-07-27,7.3549,43.3988
2012-07-27,7.3657,43.3796
2012-07-27,7.3973,43.3420
2012-07-27,7.4084,43.3264
2012-07-27,7.4489,43.2918
2012-07-27,7.4782,43.2647
2012-07-28,7.4842,43.2597
2012-07-28,7.4307,43.2389
2012-07-28,7.3283,43.2261
2012-07-28,7.2641,43.2181
2012-07-28,7.2457,43.1794
2012-07-28,7.2406,43.1582
2012-07-29,7.2481,43.1341
2012-07-29,7.2457,43.1316
2012-07-29,7.2280,43.1306
2012-07-30,7.0739,43.1002
2012-07-30,7.0165,43.0876
2012-07-30,6.9689,43.0004
2012-07-30,6.9302,42.9756
2012-07-30,6.6671,42.8281
2012-07-30,6.3840,42.9601
2012-08-05,6.4243,42.9208
2012-08-05,6.4677,42.8821
2012-08-05,6.5119,42.8435
2012-08-05,6.5548,42.8040
2012-08-05,6.5759,42.7842
2012-08-05,6.6197,42.7429
2012-08-05,6.6661,42.6993
2012-08-05,6.7107,42.6552
2012-08-06,6.7523,42.6148
2012-08-06,6.7945,42.5744
2012-08-06,6.8350,42.5339
2012-08-06,7.2364,42.4471
2012-08-06,7.2792,42.4875
2012-08-06,7.1595,42.7759
2012-08-06,7.1543,42.8276
2012-08-08,7.1483,42.8792
2012-08-08,7.1064,42.8982
2012-08-08,7.1078,42.9470
2012-08-12,7.1167,42.9961
2012-08-12,7.1252,43.0464
2012-08-12,7.1340,43.0961
2012-08-13,7.1728,43.1315
2012-08-13,7.2286,43.1577
2012-08-13,7.3055,43.1838
2012-08-14,7.3607,43.2133
2012-08-14,7.4109,43.2490
2012-08-15,7.4614,43.2844
2012-08-17,7.5044,43.3148
2012-08-17,7.5050,43.3169
2012-08-17,7.4565,43.3499
2012-08-17,7.4036,43.3845
2012-08-17,7.3511,43.4218
2012-08-17,7.2983,43.4586
2012-08-17,7.2506,43.4971
2012-08-17,7.2132,43.5319
2012-08-17,7.2148,43.2833
2012-08-17,7.2677,43.2625
2012-08-17,7.3120,43.2303
2012-08-17,7.3189,43.2148
2012-08-17,7.3485,43.1707
2012-08-17,7.3691,43.1421
2012-08-17,7.3991,43.0973
2012-08-18,7.4336,43.0498
2012-08-18,7.4455,43.0357
2012-08-19,7.4775,42.9909
2012-08-19,7.5100,42.9433
2012-08-19,8.5175,42.5077
2012-08-19,8.5381,42.5503
2012-08-19,8.5611,42.5954
2012-08-19,8.5903,42.6254
2012-08-19,8.6220,42.6590
2012-08-19,8.6559,42.6875
2012-08-20,8.6562,42.7322
2012-08-20,8.6577,42.7802
2012-08-21,8.4006,43.1057
2012-08-21,8.3614,43.1319
2012-08-21,8.2867,43.1744
2012-08-22,8.3267,43.1455
2012-08-22,8.3234,43.1504
2012-08-22,8.2830,43.1147
2012-08-22,8.2461,43.0845
2012-08-22,8.2392,43.0778
2012-08-22,8.1972,43.0451
2012-08-22,8.1550,43.0126
2012-08-22,8.1088,42.9830
2012-08-22,8.0514,42.9871
2012-08-23,8.0362,42.9916
2012-08-23,7.9722,43.0153
2012-08-23,7.8547,43.0697
2012-08-23,7.8108,43.0937
2012-08-24,7.7580,43.1044
2012-08-24,7.6936,43.1074
2012-08-25,7.6359,43.1117
2012-08-25,7.6476,43.1290
2012-08-25,7.5947,43.1261
2012-08-25,7.5309,43.1243
2012-08-25,7.4665,43.1231
2012-08-26,6.7800,42.8558
2012-08-26,6.8170,42.8816
2012-08-27,6.8557,42.9027
2012-08-27,6.8990,42.9213
2012-09-05,6.9428,42.9387
2012-09-05,6.9855,42.9586
2012-09-05,7.0302,42.9794
2012-09-06,7.0385,42.9917
2012-09-06,7.0553,43.0248
2012-09-06,7.0794,43.0652
2012-09-06,7.1011,43.0987
2012-09-06,7.0893,43.1300
2012-09-06,7.1225,43.1660
2012-09-06,7.1474,43.1929
2012-09-06,7.1791,43.2291
2012-09-08,6.8281,42.8690
2012-09-08,6.7719,42.8592
2012-09-08,6.7002,42.8443
2012-09-08,6.6472,42.8334
2012-09-12,6.6149,42.8295
2012-09-12,6.5505,42.8160
2012-09-12,6.4864,42.8043
2012-10-05,6.4729,42.8052
2012-10-05,6.4135,42.7886
2012-10-05,6.3518,42.7711
2012-10-06,6.3477,42.7224
2012-10-06,6.2861,42.7152
2012-10-06,6.2346,42.7177
2012-10-06,6.2420,42.7135
2012-10-06,6.2366,42.7124
2012-10-06,6.2099,42.6689
2012-10-08,6.1877,42.6242
2012-10-08,6.1667,42.5771
2012-10-08,6.1469,42.5308
2012-10-12,6.1252,42.4889
2012-10-12,6.0620,42.5075
2012-11-04,6.0127,42.5208
2012-11-04,5.9581,42.5344
2012-11-04,5.9037,42.5465
2012-11-05,5.8943,42.5783
2012-11-05,5.9167,42.6222
2012-11-08,5.9359,42.6668
2012-11-08,5.9638,42.7026
2012-11-12,5.9700,42.7909
2012-11-20,6.0160,42.7692
2012-11-20,6.0658,42.7445
2012-11-21,6.1109,42.7228
2012-11-21,6.1630,42.7162
2012-11-21,6.2193,42.7330
2012-11-22,6.2723,42.7502
2012-11-22,6.2844,42.8018
2012-11-22,6.3252,42.7869
2012-11-23,6.3352,42.7834
2012-11-23,6.3608,42.7869
2012-11-23,6.3984,42.7962
2012-11-24,6.4467,42.8002
2012-11-24,6.3819,42.9567
2012-11-24,6.4214,42.9189
2012-11-25,6.4591,42.8812
2012-11-25,6.4975,42.8458
2012-11-25,6.5434,42.8094
2012-11-29,6.5890,42.7707
2012-11-29,6.6333,42.7301
2012-12-04,6.6768,42.6914
2012-12-04,6.7765,42.6435
2012-12-04,6.8140,42.5963
2012-12-04,7.0491,42.3706
2012-12-05,7.0804,42.3308
2012-12-05,5.9933,42.7634
2012-12-05,5.9231,42.7725
2012-12-08,5.8522,42.7810
2012-12-08,5.6485,43.0688
2012-12-08,5.5825,43.0590
2012-12-08,5.5169,43.0480
2013-01-06,5.4497,43.0366
2013-01-06,5.0289,42.8503
2013-01-06,4.9912,42.8129
2013-01-06,4.9692,42.7914
2013-01-06,4.9657,42.7870
2013-01-07,4.9641,42.7650
2013-01-07,4.9599,42.7168
2013-01-10,4.9571,42.6713
2013-01-11,4.9825,42.6302
2013-02-06,5.0210,42.5913
2013-02-06,5.0521,42.5510
2013-02-06,5.0858,42.5108
2013-02-06,5.7201,42.8956
2013-02-07,5.7795,42.8864
2013-02-09,5.8034,42.8828
2013-02-09,5.8333,42.9181
2013-02-09,5.8634,42.9479
2013-02-09,5.8608,42.9530
2013-02-10,5.8998,42.9344
2013-02-11,5.9431,42.9151
2013-03-06,5.9898,42.8977
2013-03-06,18.3237,-33.9137
2013-03-07,16.8796,-34.4994
2013-03-07,13.7682,-34.4998
2013-03-09,12.6294,-34.4998
2013-03-09,8.1273,-34.4999
2013-03-09,3.3942,-34.4999
2013-03-09,2.7445,-34.4999
2013-03-09,-0.6988,-34.6460
2013-03-09,-1.4227,-34.7980
2013-03-09,-2.1313,-34.9460
2013-03-10,-2.6553,-35.0553
2013-03-11,-6.9181,-35.9387
2013-04-06,-7.7032,-36.1007
2013-04-06,-8.4854,-36.2609
2013-04-07,-12.4576,-37.4225
2013-04-07,-11.7613,-38.2008
2013-04-09,-12.2405,-37.0440
2013-04-09,-8.4641,-36.7066
2013-04-09,-7.7523,-36.6444
2013-04-10,-7.0399,-36.5823
2013-04-11,-6.3653,-36.5235
2013-05-07,-5.5388,-36.4513
2013-05-09,-2.0179,-36.1431
2013-05-09,-1.3876,-36.0876
2013-05-09,-0.7483,-36.0315
2013-05-09,-0.0578,-35.9556
2013-05-09,0.6236,-35.8796
2013-05-09,5.9134,-35.2849
2013-05-09,6.7437,-35.1912
2013-05-10,7.4225,-35.1145
2013-05-11,8.1136,-35.0363
2013-05-27,8.7961,-34.9573
2013-05-27,13.4742,-34.4273
2013-05-27,14.0599,-34.3805
2013-05-27,14.4911,-34.3837
2013-05-28,14.9601,-34.3871
2013-05-28,15.4412,-34.3907
2013-05-28,18.2893,-33.8993
2013-05-28,15.0857,-34.0001
2013-05-28,14.1648,-34.6706
2013-05-29,13.8047,-35.1413
2013-05-29,11.8954,-37.6615
2013-05-29,11.2285,-38.5160
2013-05-29,10.7470,-39.1349
2013-05-29,8.0943,-42.4210
2013-05-30,7.9240,-42.9111
2013-05-30,6.9207,-44.7687
2013-05-30,6.4296,-45.2704
2013-05-31,5.9112,-45.7947
2013-05-31,5.6149,-46.0923
2013-05-31,3.8884,-47.8445
2013-05-31,3.4266,-48.2773
2013-06-07,3.0318,-48.6277
2013-06-07,1.3989,-50.1534
2013-06-09,0.8333,-50.6770
2013-06-10,0.3423,-51.1095
2013-06-11,0.0216,-51.3656
2013-06-14,0.0003,-54.0649
2013-06-15,0.0032,-54.8832
2013-06-16,0.0024,-57.7333
2013-06-17,0.0015,-58.7641
2013-06-17,0.0118,-59.4802
2013-06-18,0.0050,-62.0155
2013-06-18,0.0002,-63.1010
2013-06-19,83.1362,5.6347
2013-06-19,83.7122,5.7087
2013-06-20,85.0038,5.8953
2013-06-21,85.7022,5.9693
2013-06-21,86.9385,6.1637
2013-06-22,87.6247,6.2427
2013-06-23,88.7502,6.4225
2013-06-24,89.3732,6.4692
2013-06-24,90.5578,6.6318
2013-06-25,91.1412,6.5213
2013-06-26,92.2643,6.4847
2013-06-26,92.8970,6.4857
2013-06-27,93.6810,6.5455
2013-06-27,94.1268,6.6995
2013-06-28,94.8588,6.8540
2013-06-28,95.3367,6.9277
2013-06-29,96.2980,7.0105
2013-06-30,96.8997,7.2808
2013-06-30,101.8536,2.3037
2013-07-07,101.6940,2.4215
2013-07-07,101.3775,2.6484
2013-07-09,100.9803,2.8568
2013-07-09,100.6398,3.1583
2013-07-09,100.2591,3.4716
2013-07-09,97.4760,5.5069
2013-07-09,97.0270,5.6427
2013-07-09,96.5858,5.7739
2013-07-09,96.1541,5.9026
2013-07-10,95.7130,6.0339
2013-07-11,95.2768,6.1668
2013-08-07,92.5532,6.9782
2013-08-09,92.0312,7.1325
2013-08-09,91.5464,7.2746
2013-08-09,91.0720,7.4112
2013-08-09,89.2574,8.7437
2013-08-10,89.1532,9.1083
2013-09-07,89.0420,9.4996
2013-09-09,88.9212,9.9280
2013-09-10,88.7960,10.3648
2013-09-13,88.6758,10.7990
2013-09-14,88.5981,11.8389
2013-09-15,88.7153,12.2929
2013-09-16,88.7501,12.7541
2013-09-17,89.0953,14.8168
2013-09-18,89.1725,15.2756
2013-09-19,89.5102,17.4716
2013-09-20,89.5479,18.0160
2013-09-21,89.3400,17.9407
2013-09-22,89.6801,18.0300
2013-09-23,89.6424,17.5285
2013-09-24,87.9590,16.0351
2013-09-25,87.8248,16.4799
2013-09-26,87.8699,16.0355
2013-09-27,88.2682,15.8782
2013-09-28,88.5533,15.5013
2013-09-29,88.8300,15.1337
2013-09-30,88.7831,12.6874
2013-10-09,88.7046,12.1400
2013-10-10,89.0742,9.3921
2013-10-13,89.2881,8.8436
2013-10-14,89.3885,8.2875
2013-10-15,89.5398,7.8646
2013-10-16,89.6913,7.4454
2013-10-17,89.8447,7.0296
2013-10-18,90.0107,6.7212
2013-10-19,91.3838,6.8050
2013-10-20,91.8258,6.7124
2013-10-21,92.2253,6.6280
2013-10-22,92.6240,6.5470
2013-10-23,93.0193,6.4610
2013-10-24,93.4229,6.3811
2013-10-25,96.1514,5.7471
2013-10-26,96.5635,5.6364
2013-10-27,96.9558,5.5288
2013-10-28,97.3536,5.4201
2013-10-29,97.7096,5.2349
2013-10-30,98.0552,5.0015
2013-10-31,100.2856,3.2874
2013-11-09,100.6328,3.0186
2013-11-10,100.9829,2.7963
2013-12-09,101.3538,2.5986
2013-12-10,101.6925,2.3564
